No,KASUS PERLINDUNGAN ANAK,Tahun,kode_kabupaten_kota,total_kekerasan_anak,total_kdrt
902,Anak Sebagai Korban Prostitusi Anak,2016,3207,0.4254913285029666,
902,Anak Sebagai Korban Prostitusi Anak,2016,3208,0.4207527457835351,
902,Anak Sebagai Korban Prostitusi Anak,2016,3209,1.1207478749936617,
902,Anak Sebagai Korban Prostitusi Anak,2016,3210,0.4546116936730425,
902,Anak Sebagai Korban Prostitusi Anak,2016,3211,0.4317746474393058,
902,Anak Sebagai Korban Prostitusi Anak,2016,3212,0.8997462219072222,
902,Anak Sebagai Korban Prostitusi Anak,2016,3213,0.7379455405930628,
902,Anak Sebagai Korban Prostitusi Anak,2016,3214,0.4169952793099779,
902,Anak Sebagai Korban Prostitusi Anak,2016,3215,0.9710963352773404,
902,Anak Sebagai Korban Prostitusi Anak,2016,3216,1.5367411632440238,
902,Anak Sebagai Korban Prostitusi Anak,2016,3217,0.6848400144334413,
902,Anak Sebagai Korban Prostitusi Anak,2016,3218,0.1402787483461665,
902,Anak Sebagai Korban Prostitusi Anak,2016,3271,0.4451345282341775,
902,Anak Sebagai Korban Prostitusi Anak,2016,3272,0.1364169078038991,
902,Anak Sebagai Korban Prostitusi Anak,2016,3273,0.973350815161475,
902,Anak Sebagai Korban Prostitusi Anak,2016,3274,0.1244138899022544,
902,Anak Sebagai Korban Prostitusi Anak,2016,3275,1.1623513787814477,
902,Anak Sebagai Korban Prostitusi Anak,2016,3276,0.962245414250738,
902,Anak Sebagai Korban Prostitusi Anak,2016,3277,0.2478884131861221,
902,Anak Sebagai Korban Prostitusi Anak,2016,3278,0.2733974355788319,
902,Anak Sebagai Korban Prostitusi Anak,2016,3279,0.089907822786747,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3201,1.6343607386503138,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3202,0.6597713512068121,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3203,0.5981051633354759,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3204,1.0326631192737146,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3205,0.8078373991174915,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3206,0.4325162003465211,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3207,0.2633993938351698,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3208,0.2604659854850455,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3209,0.6937963035675048,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3210,0.2814262865595024,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3211,0.2672890674624274,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3212,0.5569857564187566,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3213,0.4568234298909436,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3214,0.2581399348109387,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3215,0.6011548742193059,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3216,0.9513159581986812,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3217,0.4239485803635589,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3218,0.0868392251666745,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3271,0.2755594698592528,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3272,0.0844485619738423,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3273,0.6025505046237702,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3274,0.0770181223204432,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3275,0.7195508535313722,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3276,0.5956757326314093,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3277,0.1534547319723613,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3278,0.1692460315488007,
903,Anak Sebagai Korban Eksploitasi Seks Komersial Anak (ESKA),2016,3279,0.055657223629891,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3201,2.0115209091080786,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3202,0.812026278408384,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3203,0.7361294317975088,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3204,1.270969992952264,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3205,0.9942614142984512,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3206,0.5323276311957184,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3207,0.3241838693355936,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3208,0.3205735205969792,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3209,0.8539031428523136,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3210,0.34637081422708,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3211,0.3289711599537568,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3212,0.6855209309769312,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3213,0.5622442214042384,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3214,0.3177106889980784,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3215,0.7398829221160688,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3216,1.1708504100906847,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3217,0.5217828681397648,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3218,0.106879046358984,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3271,0.3391501167498496,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3272,0.1039366916601136,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3273,0.7416006210754096,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3274,0.0947915351636224,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3275,0.8856010505001504,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3276,0.7331393632386576,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3277,0.1888673624275216,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3278,0.2083028080600624,
904,Anak Sebagai Korban Eksploitasi Pekerja Anak,2016,3279,0.068501198313712,
905,Anak Korban Adopsi Ilegal,2016,3201,0.0,
905,Anak Korban Adopsi Ilegal,2016,3202,0.0,
905,Anak Korban Adopsi Ilegal,2016,3203,0.0,
905,Anak Korban Adopsi Ilegal,2016,3204,0.0,
905,Anak Korban Adopsi Ilegal,2016,3205,0.0,
905,Anak Korban Adopsi Ilegal,2016,3206,0.0,
905,Anak Korban Adopsi Ilegal,2016,3207,0.0,
905,Anak Korban Adopsi Ilegal,2016,3208,0.0,
905,Anak Korban Adopsi Ilegal,2016,3209,0.0,
905,Anak Korban Adopsi Ilegal,2016,3210,0.0,
905,Anak Korban Adopsi Ilegal,2016,3211,0.0,
905,Anak Korban Adopsi Ilegal,2016,3212,0.0,
905,Anak Korban Adopsi Ilegal,2016,3213,0.0,
905,Anak Korban Adopsi Ilegal,2016,3214,0.0,
905,Anak Korban Adopsi Ilegal,2016,3215,0.0,
905,Anak Korban Adopsi Ilegal,2016,3216,0.0,
905,Anak Korban Adopsi Ilegal,2016,3217,0.0,
905,Anak Korban Adopsi Ilegal,2016,3218,0.0,
905,Anak Korban Adopsi Ilegal,2016,3271,0.0,
905,Anak Korban Adopsi Ilegal,2016,3272,0.0,
905,Anak Korban Adopsi Ilegal,2016,3273,0.0,
905,Anak Korban Adopsi Ilegal,2016,3274,0.0,
905,Anak Korban Adopsi Ilegal,2016,3275,0.0,
905,Anak Korban Adopsi Ilegal,2016,3276,0.0,
905,Anak Korban Adopsi Ilegal,2016,3277,0.0,
905,Anak Korban Adopsi Ilegal,2016,3278,0.0,
905,Anak Korban Adopsi Ilegal,2016,3279,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3201,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3202,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3203,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3204,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3205,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3206,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3207,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3208,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3209,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3210,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3211,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3212,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3213,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3214,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3215,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3216,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3217,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3218,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3271,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3272,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3273,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3274,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3275,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3276,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3277,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3278,0.0,
906,Anak Sebagai Pelaku Rekrutmen Seks Komersial Anak/Mucikari,2016,3279,0.0,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3201,1.885800852288824,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3202,0.76127463600786,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3203,0.6901213423101645,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3204,1.1915343683927475,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3205,0.932120075904798,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3206,0.4990571542459859,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3207,0.303922377502119,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3208,0.300537675559668,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3209,0.800534196424044,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3210,0.3247226383378875,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3211,0.308410462456647,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3212,0.642675872790873,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3213,0.5271039575664734,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3214,0.2978537709356985,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3215,0.6936402394838145,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3216,1.0976722594600168,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3217,0.4891714388810295,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3218,0.1001991059615475,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3271,0.3179532344529839,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3272,0.0974406484313565,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3273,0.6952505822581965,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3274,0.088867064215896,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3275,0.8302509848438909,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3276,0.6873181530362414,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3277,0.1770631522758015,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3278,0.1952838825563085,
**,"Perlindungan Lainnya,… (Anak Sebagai Korban Kelalaian Orangtua/Lingkungan)",2016,3279,0.064219873419105,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3201,3.4044477476123505,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3202,1.344939256251942,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3203,1.257153680344388,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3204,2.135464425636516,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3205,1.5368899118644346,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3206,0.8790333704596575,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3207,0.5262852331238189,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3208,0.5309689147652292,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3209,1.0960617957750085,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3210,0.5728276466918771,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3211,0.5358934714624817,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3212,0.8141041609621804,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3213,0.7307078638500056,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3214,0.5307548036044774,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3215,1.2327450080188722,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3216,2.1471870116875853,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3217,0.934943147310536,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3218,0.17666847151395,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3271,0.5675283954633125,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3272,0.1729215262008234,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3273,1.2094871831823897,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3274,0.1578266893679372,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3275,1.5026053622493185,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3276,1.2536208461920104,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3277,0.3158407260015358,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3278,0.344665441017521,
101,Anak Terlantar (Anak Penyandang Masalah Kesejahteraan Sosial),2017,3279,0.0884279093898018,
101,Balita Terlantar (Korban),2017,3201,0.9165820858956328,
101,Balita Terlantar (Korban),2017,3202,0.362099030529369,
101,Balita Terlantar (Korban),2017,3203,0.3384644524004121,
101,Balita Terlantar (Korban),2017,3204,0.574932729979062,
101,Balita Terlantar (Korban),2017,3205,0.4137780531942708,
101,Balita Terlantar (Korban),2017,3206,0.2366628305083693,
101,Balita Terlantar (Korban),2017,3207,0.1416921781487204,
101,Balita Terlantar (Korban),2017,3208,0.1429531693598694,
101,Balita Terlantar (Korban),2017,3209,0.2950935604009638,
101,Balita Terlantar (Korban),2017,3210,0.1542228279555054,
101,Balita Terlantar (Korban),2017,3211,0.1442790115475912,
101,Balita Terlantar (Korban),2017,3212,0.2191818894898178,
101,Balita Terlantar (Korban),2017,3213,0.1967290402673092,
101,Balita Terlantar (Korban),2017,3214,0.1428955240473592,
101,Balita Terlantar (Korban),2017,3215,0.3318928867743118,
101,Balita Terlantar (Korban),2017,3216,0.5780888108389652,
101,Balita Terlantar (Korban),2017,3217,0.251715462737452,
101,Balita Terlantar (Korban),2017,3218,0.0475645884845249,
101,Balita Terlantar (Korban),2017,3271,0.1527961064708918,
101,Balita Terlantar (Korban),2017,3272,0.0465557955156063,
101,Balita Terlantar (Korban),2017,3273,0.3256311647029511,
101,Balita Terlantar (Korban),2017,3274,0.0424918009836754,
101,Balita Terlantar (Korban),2017,3275,0.4045475975286627,
101,Balita Terlantar (Korban),2017,3276,0.3375133047440027,
101,Balita Terlantar (Korban),2017,3277,0.0850340416157981,
101,Balita Terlantar (Korban),2017,3278,0.0927945418124095,
101,Balita Terlantar (Korban),2017,3279,0.0238075140664851,
101,Anak Terlantar (Korban),2017,3201,0.7856417879105424,
101,Anak Terlantar (Korban),2017,3202,0.310370597596602,
101,Anak Terlantar (Korban),2017,3203,0.2901123877717818,
101,Anak Terlantar (Korban),2017,3204,0.492799482839196,
101,Anak Terlantar (Korban),2017,3205,0.3546669027379464,
101,Anak Terlantar (Korban),2017,3206,0.2028538547214594,
101,Anak Terlantar (Korban),2017,3207,0.1214504384131889,
101,Anak Terlantar (Korban),2017,3208,0.1225312880227452,
101,Anak Terlantar (Korban),2017,3209,0.2529373374865404,
101,Anak Terlantar (Korban),2017,3210,0.1321909953904332,
101,Anak Terlantar (Korban),2017,3211,0.1236677241836496,
101,Anak Terlantar (Korban),2017,3212,0.1878701909912724,
101,Anak Terlantar (Korban),2017,3213,0.1686248916576936,
101,Anak Terlantar (Korban),2017,3214,0.1224818777548794,
101,Anak Terlantar (Korban),2017,3215,0.2844796172351244,
101,Anak Terlantar (Korban),2017,3216,0.4955046950048274,
101,Anak Terlantar (Korban),2017,3217,0.215756110917816,
101,Anak Terlantar (Korban),2017,3218,0.04076964727245,
101,Anak Terlantar (Korban),2017,3271,0.1309680912607644,
101,Anak Terlantar (Korban),2017,3272,0.0399049675848054,
101,Anak Terlantar (Korban),2017,3273,0.2791124268882438,
101,Anak Terlantar (Korban),2017,3274,0.0364215437002932,
101,Anak Terlantar (Korban),2017,3275,0.3467550835959966,
101,Anak Terlantar (Korban),2017,3276,0.2892971183520024,
101,Anak Terlantar (Korban),2017,3277,0.0728863213849698,
101,Anak Terlantar (Korban),2017,3278,0.0795381786963509,
101,Anak Terlantar (Korban),2017,3279,0.0204064406284158,
101,Anak Mengemis (Korban),2017,3201,0.3928208939552712,
101,Anak Mengemis (Korban),2017,3202,0.155185298798301,
101,Anak Mengemis (Korban),2017,3203,0.1450561938858909,
101,Anak Mengemis (Korban),2017,3204,0.246399741419598,
101,Anak Mengemis (Korban),2017,3205,0.1773334513689732,
101,Anak Mengemis (Korban),2017,3206,0.1014269273607297,
101,Anak Mengemis (Korban),2017,3207,0.0607252192065944,
101,Anak Mengemis (Korban),2017,3208,0.0612656440113726,
101,Anak Mengemis (Korban),2017,3209,0.1264686687432702,
101,Anak Mengemis (Korban),2017,3210,0.0660954976952166,
101,Anak Mengemis (Korban),2017,3211,0.0618338620918248,
101,Anak Mengemis (Korban),2017,3212,0.0939350954956362,
101,Anak Mengemis (Korban),2017,3213,0.0843124458288468,
101,Anak Mengemis (Korban),2017,3214,0.0612409388774397,
101,Anak Mengemis (Korban),2017,3215,0.1422398086175622,
101,Anak Mengemis (Korban),2017,3216,0.2477523475024137,
101,Anak Mengemis (Korban),2017,3217,0.107878055458908,
101,Anak Mengemis (Korban),2017,3218,0.020384823636225,
101,Anak Mengemis (Korban),2017,3271,0.0654840456303822,
101,Anak Mengemis (Korban),2017,3272,0.0199524837924027,
101,Anak Mengemis (Korban),2017,3273,0.1395562134441219,
101,Anak Mengemis (Korban),2017,3274,0.0182107718501466,
101,Anak Mengemis (Korban),2017,3275,0.1733775417979983,
101,Anak Mengemis (Korban),2017,3276,0.1446485591760012,
101,Anak Mengemis (Korban),2017,3277,0.0364431606924849,
101,Anak Mengemis (Korban),2017,3278,0.0397690893481754,
101,Anak Mengemis (Korban),2017,3279,0.0102032203142079,
101,Anak Jalanan (Korban),2017,3201,0.5237611919403616,
101,Anak Jalanan (Korban),2017,3202,0.206913731731068,
101,Anak Jalanan (Korban),2017,3203,0.1934082585145212,
101,Anak Jalanan (Korban),2017,3204,0.328532988559464,
101,Anak Jalanan (Korban),2017,3205,0.2364446018252976,
101,Anak Jalanan (Korban),2017,3206,0.1352359031476396,
101,Anak Jalanan (Korban),2017,3207,0.080966958942126,
101,Anak Jalanan (Korban),2017,3208,0.0816875253484968,
101,Anak Jalanan (Korban),2017,3209,0.1686248916576936,
101,Anak Jalanan (Korban),2017,3210,0.0881273302602888,
101,Anak Jalanan (Korban),2017,3211,0.0824451494557664,
101,Anak Jalanan (Korban),2017,3212,0.1252467939941816,
101,Anak Jalanan (Korban),2017,3213,0.1124165944384624,
101,Anak Jalanan (Korban),2017,3214,0.0816545851699196,
101,Anak Jalanan (Korban),2017,3215,0.1896530781567496,
101,Anak Jalanan (Korban),2017,3216,0.3303364633365516,
101,Anak Jalanan (Korban),2017,3217,0.143837407278544,
101,Anak Jalanan (Korban),2017,3218,0.0271797648483,
101,Anak Jalanan (Korban),2017,3271,0.0873120608405096,
101,Anak Jalanan (Korban),2017,3272,0.0266033117232036,
101,Anak Jalanan (Korban),2017,3273,0.1860749512588292,
101,Anak Jalanan (Korban),2017,3274,0.0242810291335288,
101,Anak Jalanan (Korban),2017,3275,0.2311700557306644,
101,Anak Jalanan (Korban),2017,3276,0.1928647455680016,
101,Anak Jalanan (Korban),2017,3277,0.0485908809233132,
101,Anak Jalanan (Korban),2017,3278,0.053025452464234,
101,Anak Jalanan (Korban),2017,3279,0.0136042937522772,
101,Anak Gelandangan (Korban),2017,3201,0.3928208939552712,
101,Anak Gelandangan (Korban),2017,3202,0.155185298798301,
101,Anak Gelandangan (Korban),2017,3203,0.1450561938858909,
101,Anak Gelandangan (Korban),2017,3204,0.246399741419598,
101,Anak Gelandangan (Korban),2017,3205,0.1773334513689732,
101,Anak Gelandangan (Korban),2017,3206,0.1014269273607297,
101,Anak Gelandangan (Korban),2017,3207,0.0607252192065944,
101,Anak Gelandangan (Korban),2017,3208,0.0612656440113726,
101,Anak Gelandangan (Korban),2017,3209,0.1264686687432702,
101,Anak Gelandangan (Korban),2017,3210,0.0660954976952166,
101,Anak Gelandangan (Korban),2017,3211,0.0618338620918248,
101,Anak Gelandangan (Korban),2017,3212,0.0939350954956362,
101,Anak Gelandangan (Korban),2017,3213,0.0843124458288468,
101,Anak Gelandangan (Korban),2017,3214,0.0612409388774397,
101,Anak Gelandangan (Korban),2017,3215,0.1422398086175622,
101,Anak Gelandangan (Korban),2017,3216,0.2477523475024137,
101,Anak Gelandangan (Korban),2017,3217,0.107878055458908,
101,Anak Gelandangan (Korban),2017,3218,0.020384823636225,
101,Anak Gelandangan (Korban),2017,3271,0.0654840456303822,
101,Anak Gelandangan (Korban),2017,3272,0.0199524837924027,
101,Anak Gelandangan (Korban),2017,3273,0.1395562134441219,
101,Anak Gelandangan (Korban),2017,3274,0.0182107718501466,
101,Anak Gelandangan (Korban),2017,3275,0.1733775417979983,
101,Anak Gelandangan (Korban),2017,3276,0.1446485591760012,
101,Anak Gelandangan (Korban),2017,3277,0.0364431606924849,
101,Anak Gelandangan (Korban),2017,3278,0.0397690893481754,
101,Anak Gelandangan (Korban),2017,3279,0.0102032203142079,
101,Anak Dari Keluarga Miskin (Korban),2017,3201,0.3928208939552712,
101,Anak Dari Keluarga Miskin (Korban),2017,3202,0.155185298798301,
101,Anak Dari Keluarga Miskin (Korban),2017,3203,0.1450561938858909,
101,Anak Dari Keluarga Miskin (Korban),2017,3204,0.246399741419598,
101,Anak Dari Keluarga Miskin (Korban),2017,3205,0.1773334513689732,
101,Anak Dari Keluarga Miskin (Korban),2017,3206,0.1014269273607297,
101,Anak Dari Keluarga Miskin (Korban),2017,3207,0.0607252192065944,
101,Anak Dari Keluarga Miskin (Korban),2017,3208,0.0612656440113726,
101,Anak Dari Keluarga Miskin (Korban),2017,3209,0.1264686687432702,
101,Anak Dari Keluarga Miskin (Korban),2017,3210,0.0660954976952166,
101,Anak Dari Keluarga Miskin (Korban),2017,3211,0.0618338620918248,
101,Anak Dari Keluarga Miskin (Korban),2017,3212,0.0939350954956362,
101,Anak Dari Keluarga Miskin (Korban),2017,3213,0.0843124458288468,
101,Anak Dari Keluarga Miskin (Korban),2017,3214,0.0612409388774397,
101,Anak Dari Keluarga Miskin (Korban),2017,3215,0.1422398086175622,
101,Anak Dari Keluarga Miskin (Korban),2017,3216,0.2477523475024137,
101,Anak Dari Keluarga Miskin (Korban),2017,3217,0.107878055458908,
101,Anak Dari Keluarga Miskin (Korban),2017,3218,0.020384823636225,
101,Anak Dari Keluarga Miskin (Korban),2017,3271,0.0654840456303822,
101,Anak Dari Keluarga Miskin (Korban),2017,3272,0.0199524837924027,
101,Anak Dari Keluarga Miskin (Korban),2017,3273,0.1395562134441219,
101,Anak Dari Keluarga Miskin (Korban),2017,3274,0.0182107718501466,
101,Anak Dari Keluarga Miskin (Korban),2017,3275,0.1733775417979983,
101,Anak Dari Keluarga Miskin (Korban),2017,3276,0.1446485591760012,
101,Anak Dari Keluarga Miskin (Korban),2017,3277,0.0364431606924849,
101,Anak Dari Keluarga Miskin (Korban),2017,3278,0.0397690893481754,
101,Anak Dari Keluarga Miskin (Korban),2017,3279,0.0102032203142079,
